validateConfiguration: SimpleAuthority.java: examples.simple_authentication.src.org.apache.cassandra.auth Diff:28
cleanupSavedCaches: SchemaLoader.java: test.unit.org.apache.cassandra Diff:28
validate: Int32Type.java: src.java.org.apache.cassandra.db.marshal Diff:3
getMaxSSTableSize: LeveledCompactionStrategy.java: src.java.org.apache.cassandra.db.compaction Diff:11
describeKeySpace: CliClient.java: src.java.org.apache.cassandra.cli Diff:167
equals: SuperColumn.java: src.java.org.apache.cassandra.db Diff:8
getReplicationOptions: KSPropDefs.java: src.java.org.apache.cassandra.cql3 Diff:4
getToken: DecoratedKey.java: src.java.org.apache.cassandra.db Diff:1
skipBytes: MappedFileDataInput.java: src.java.org.apache.cassandra.io.util Diff:9
getTotalWriteLatencyHistogramMicros: StorageProxy.java: src.java.org.apache.cassandra.service Diff:285
executeUpdateKeySpace: CliClient.java: src.java.org.apache.cassandra.cli Diff:5
closeAndOpenReader: SSTableWriter.java: src.java.org.apache.cassandra.io.sstable Diff:26
validateDeletion: ThriftValidation.java: src.java.org.apache.cassandra.thrift Diff:12
isAnyHostDown: StorageProxy.java: src.java.org.apache.cassandra.service Diff:299
schemaDefinition: SchemaLoader.java: test.unit.org.apache.cassandra Diff:6
getTotalLiveSize: SecondaryIndexManager.java: src.java.org.apache.cassandra.db.index Diff:58
process: QueryProcessor.java: src.java.org.apache.cassandra.cql Diff:236
run: CqlRangeSlicer.java: tools.stress.src.org.apache.cassandra.stress.operations Diff:25
getMemtableThreadSafe: ColumnFamilyStore.java: src.java.org.apache.cassandra.db Diff:109
validate: AlterKeyspaceStatement.java: src.java.org.apache.cassandra.cql3.statements Diff:12
refreshEndpointMap: RingCache.java: src.java.org.apache.cassandra.client Diff:12
rectifySchema: MigrationManager.java: src.java.org.apache.cassandra.service Diff:8
getIndexesNotBackedByCfs: SecondaryIndexManager.java: src.java.org.apache.cassandra.db.index Diff:56
get: AbstractWriteResponseHandler.java: src.java.org.apache.cassandra.service Diff:2
cfdefFromString: CassandraStorage.java: src.java.org.apache.cassandra.hadoop.pig Diff:164
compare: AbstractCompositeType.java: src.java.org.apache.cassandra.db.marshal Diff:3
add: BloomFilter.java: src.java.org.apache.cassandra.utils Diff:8
onDead: MigrationManager.java: src.java.org.apache.cassandra.service Diff:3
createPendingFiles: StreamOut.java: src.java.org.apache.cassandra.streaming Diff:14
setOutputColumnFamily: ConfigHelper.java: src.java.org.apache.cassandra.hadoop Diff:4
log: StatusLogger.java: src.java.org.apache.cassandra.utils Diff:23
next: ColumnFamilyRecordReader.java: src.java.org.apache.cassandra.hadoop Diff:26
retry: StreamInSession.java: src.java.org.apache.cassandra.streaming Diff:25
getOperations: WeightedQueue.java: src.java.org.apache.cassandra.scheduler Diff:2
createCompactionStrategyInstance: CFMetaData.java: src.java.org.apache.cassandra.config Diff:2
getTableDefinitions: Schema.java: src.java.org.apache.cassandra.config Diff:4
createColumnFamilyStore: ColumnFamilyStore.java: src.java.org.apache.cassandra.db Diff:7
getUncompactingSSTables: ColumnFamilyStore.java: src.java.org.apache.cassandra.db Diff:107
isClean: Memtable.java: src.java.org.apache.cassandra.db Diff:67
fromJsonMap: FBUtilities.java: src.java.org.apache.cassandra.utils Diff:27
getKeyAsBytes: CliClient.java: src.java.org.apache.cassandra.cli Diff:229
announceMigration: AlterKeyspaceStatement.java: src.java.org.apache.cassandra.cql3.statements Diff:15
toString: BatchStatement.java: src.java.org.apache.cassandra.cql Diff:2
createReplicationStrategy: AbstractReplicationStrategy.java: src.java.org.apache.cassandra.locator Diff:15
fromSchema: KSMetaData.java: src.java.org.apache.cassandra.config Diff:38
getIdentityFilter: QueryFilter.java: src.java.org.apache.cassandra.db.filter Diff:20
getColumnNameBuilder: CFDefinition.java: src.java.org.apache.cassandra.cql3 Diff:10
response: RepairCallback.java: src.java.org.apache.cassandra.service Diff:5
add: BatchCommitLogExecutorService.java: src.java.org.apache.cassandra.db.commitlog Diff:11
hashCode: ReplayPosition.java: src.java.org.apache.cassandra.db.commitlog Diff:4
fetchRows: StorageProxy.java: src.java.org.apache.cassandra.service Diff:192
createOperation: StressAction.java: tools.stress.src.org.apache.cassandra.stress Diff:26
getOutputKeyspacePassword: ConfigHelper.java: src.java.org.apache.cassandra.hadoop Diff:20
export: SSTableExport.java: src.java.org.apache.cassandra.tools Diff:58
useCompression: SchemaLoader.java: test.unit.org.apache.cassandra Diff:9
getBloomFilterFalseRatio: DataTracker.java: src.java.org.apache.cassandra.db Diff:22
getFullColumnFamily: PrecompactedRow.java: src.java.org.apache.cassandra.db.compaction Diff:26
getCachedPosition: SSTableReader.java: src.java.org.apache.cassandra.io.sstable Diff:98
createColumn: CounterColumnType.java: src.java.org.apache.cassandra.db.marshal Diff:2
getRecentTotalTimouts: MessagingService.java: src.java.org.apache.cassandra.net Diff:100
getCommitLogSyncPeriod: DatabaseDescriptor.java: src.java.org.apache.cassandra.config Diff:74
getOrCreateLeveledManifest: Directories.java: src.java.org.apache.cassandra.db Diff:4
removeIndexedColumn: SecondaryIndexManager.java: src.java.org.apache.cassandra.db.index Diff:20
optsWithRF: KSMetaData.java: src.java.org.apache.cassandra.config Diff:9
readSchema: ColumnDefinition.java: src.java.org.apache.cassandra.config Diff:39
getMemtableColumnIterator: SliceQueryFilter.java: src.java.org.apache.cassandra.db.filter Diff:1
setOutputTransportFactoryClass: ConfigHelper.java: src.java.org.apache.cassandra.hadoop Diff:47
setMinimumCompactionThreshold: ColumnFamilyStore.java: src.java.org.apache.cassandra.db Diff:196
computeNext: SSTableNamesIterator.java: src.java.org.apache.cassandra.db.columniterator Diff:34
addAll: TreeMapBackedSortedColumns.java: src.java.org.apache.cassandra.db Diff:7
validateSlicePredicate: QueryProcessor.java: src.java.org.apache.cassandra.cql Diff:110
getPendingAddressRanges: AbstractReplicationStrategy.java: src.java.org.apache.cassandra.locator Diff:17
getVerb: Message.java: src.java.org.apache.cassandra.net Diff:1
grantPermission: ClientState.java: src.java.org.apache.cassandra.service Diff:22
getFactory: AtomicSortedColumns.java: src.java.org.apache.cassandra.db Diff:2
getRowCacheSizeInMB: DatabaseDescriptor.java: src.java.org.apache.cassandra.config Diff:74
includeFinishKey: WhereClause.java: src.java.org.apache.cassandra.cql Diff:2
scheduleWithFixedDelay: DebuggableScheduledThreadPoolExecutor.java: src.java.org.apache.cassandra.concurrent Diff:1
checksum: CompressedRandomAccessReader.java: src.java.org.apache.cassandra.io.compress Diff:12
fromString: AbstractCompositeType.java: src.java.org.apache.cassandra.db.marshal Diff:12
getInputTransportFactory: ConfigHelper.java: src.java.org.apache.cassandra.hadoop Diff:44
getBloomFilterFalseRatio: ColumnFamilyStore.java: src.java.org.apache.cassandra.db Diff:189
compareTimestampBytes: TimeUUIDType.java: src.java.org.apache.cassandra.db.marshal Diff:16
evaluateFileStatements: CliMain.java: src.java.org.apache.cassandra.cli Diff:33
bytesToHex: ByteBufferUtil.java: src.java.org.apache.cassandra.utils Diff:42
overlapping: LeveledManifest.java: src.java.org.apache.cassandra.db.compaction Diff:20
updateScores: DynamicEndpointSnitch.java: src.java.org.apache.cassandra.locator Diff:3
isIndexing: KeysSearcher.java: src.java.org.apache.cassandra.db.index.keys Diff:9
getOutputCompressionClass: ConfigHelper.java: src.java.org.apache.cassandra.hadoop Diff:40
replace: LeveledManifest.java: src.java.org.apache.cassandra.db.compaction Diff:6
incrementallyBackup: DataTracker.java: src.java.org.apache.cassandra.db Diff:9
toString: NamesQueryFilter.java: src.java.org.apache.cassandra.db.filter Diff:12
getIndexTypeFromString: CliClient.java: src.java.org.apache.cassandra.cli Diff:214
composeComposite: CassandraStorage.java: src.java.org.apache.cassandra.hadoop.pig Diff:34
clear: LegacyBloomFilter.java: src.java.org.apache.cassandra.utils Diff:5
getPreparedStatement: Operation.java: tools.stress.src.org.apache.cassandra.stress.util Diff:54
validateSchemaAgreement: CassandraServer.java: src.java.org.apache.cassandra.thrift Diff:195
minValue: AbstractPartitioner.java: src.java.org.apache.cassandra.dht Diff:4
toString: SliceQueryFilter.java: src.java.org.apache.cassandra.db.filter Diff:27
apply: ColumnFamilyStore.java: src.java.org.apache.cassandra.db Diff:78
processKeys: UpdateStatement.java: src.java.org.apache.cassandra.cql3.statements Diff:80
doGossipToSeed: Gossiper.java: src.java.org.apache.cassandra.gms Diff:100
prepareRowMutations: DeleteStatement.java: src.java.org.apache.cassandra.cql Diff:5
getMinRowSize: ColumnFamilyStore.java: src.java.org.apache.cassandra.db Diff:10
applyNewStates: Gossiper.java: src.java.org.apache.cassandra.gms Diff:178
waitForSchemaAgreement: HintedHandOffManager.java: src.java.org.apache.cassandra.db Diff:40
addIndexedColumn: SecondaryIndexManager.java: src.java.org.apache.cassandra.db.index Diff:33
getContextMapping: StreamIn.java: src.java.org.apache.cassandra.streaming Diff:17
createRecordReader: ColumnFamilyInputFormat.java: src.java.org.apache.cassandra.hadoop Diff:45
describeColumnFamily: CliClient.java: src.java.org.apache.cassandra.cli Diff:185
decompose: JdbcFloat.java: src.java.org.apache.cassandra.cql.jdbc Diff:1
getPendingRanges: TokenMetadata.java: src.java.org.apache.cassandra.locator Diff:23
jdbcCFMD: SchemaLoader.java: test.unit.org.apache.cassandra Diff:14
getMaxDataAge: CompactionTask.java: src.java.org.apache.cassandra.db.compaction Diff:63
getTotalMemtableSpaceInMB: DatabaseDescriptor.java: src.java.org.apache.cassandra.config Diff:74
setRpcTimeout: StorageProxy.java: src.java.org.apache.cassandra.service Diff:299
getColumnIndexSize: DatabaseDescriptor.java: src.java.org.apache.cassandra.config Diff:67
getType: JdbcAscii.java: src.java.org.apache.cassandra.cql.jdbc Diff:2
toString: Term.java: src.java.org.apache.cassandra.cql Diff:5
nextKeyValue: ColumnFamilyRecordReader.java: src.java.org.apache.cassandra.hadoop Diff:20
submitTruncate: CompactionManager.java: src.java.org.apache.cassandra.db.compaction Diff:141
getContext: CommitLog.java: src.java.org.apache.cassandra.db.commitlog Diff:3
getClient: Session.java: tools.stress.src.org.apache.cassandra.stress Diff:12
getCompactionThroughputMbPerSec: StorageService.java: src.java.org.apache.cassandra.service Diff:107
skipBytesFully: FileUtils.java: src.java.org.apache.cassandra.io.util Diff:2
setBroadcastAddress: DatabaseDescriptor.java: src.java.org.apache.cassandra.config Diff:74
getUpdateTimestamp: EndpointState.java: src.java.org.apache.cassandra.gms Diff:1
serializedSchema: SystemTable.java: src.java.org.apache.cassandra.db Diff:168
doInsert: CassandraServer.java: src.java.org.apache.cassandra.thrift Diff:95
size: ExpiringMap.java: src.java.org.apache.cassandra.utils Diff:1
logGCResults: GCInspector.java: src.java.org.apache.cassandra.service Diff:24
getToken: CollatingOrderPreservingPartitioner.java: src.java.org.apache.cassandra.dht Diff:3
assertContentEquals: SSTableUtils.java: test.unit.org.apache.cassandra.io.sstable Diff:29
doVerb: IndexScanVerbHandler.java: src.java.org.apache.cassandra.service Diff:12
updateDigest: CounterColumn.java: src.java.org.apache.cassandra.db Diff:5
addMutation: Util.java: test.unit.org.apache.cassandra Diff:9
clearUnsafe: TokenMetadata.java: src.java.org.apache.cassandra.locator Diff:48
truncateBlocking: StorageProxy.java: src.java.org.apache.cassandra.service Diff:297
serializedSize: ColumnSerializer.java: src.java.org.apache.cassandra.db Diff:22
hasNext: ColumnSortedMap.java: src.java.org.apache.cassandra.io.util Diff:1
keyspace: CFStatement.java: src.java.org.apache.cassandra.cql3.statements Diff:5
toString: Memtable.java: src.java.org.apache.cassandra.db Diff:55
describeRingJMX: StorageService.java: src.java.org.apache.cassandra.service Diff:135
search: ColumnFamilyStore.java: src.java.org.apache.cassandra.db Diff:146
setToken: StorageService.java: src.java.org.apache.cassandra.service Diff:3
getEncryptionOptions: DatabaseDescriptor.java: src.java.org.apache.cassandra.config Diff:74
excise: StorageService.java: src.java.org.apache.cassandra.service Diff:195
getDatacenter: RackInferringSnitch.java: src.java.org.apache.cassandra.locator Diff:4
compose: AbstractCompositeType.java: src.java.org.apache.cassandra.db.marshal Diff:9
getSigma: Session.java: tools.stress.src.org.apache.cassandra.stress Diff:3
getLocation: ColumnFamilyRecordReader.java: src.java.org.apache.cassandra.hadoop Diff:24
getLeftIntervals: IntervalNode.java: src.java.org.apache.cassandra.utils.IntervalTree Diff:2
getMemtablesPendingFlush: ColumnFamilyStore.java: src.java.org.apache.cassandra.db Diff:205
rp: Util.java: test.unit.org.apache.cassandra Diff:5
getKeySpaceDef: CliUtils.java: src.java.org.apache.cassandra.cli Diff:11
takeColumnFamilySnapshot: StorageService.java: src.java.org.apache.cassandra.service Diff:313
dropCf: Table.java: src.java.org.apache.cassandra.db Diff:14
cloneAfterAllLeft: TokenMetadata.java: src.java.org.apache.cassandra.locator Diff:20
getRecentRangeLatencyMicros: StorageProxy.java: src.java.org.apache.cassandra.service Diff:279
serializedSize: BloomFilterSerializer.java: src.java.org.apache.cassandra.utils Diff:12
login: ClientState.java: src.java.org.apache.cassandra.service Diff:5
spaceReclaimed: DataTracker.java: src.java.org.apache.cassandra.db Diff:16
getSSTables: DataTracker.java: src.java.org.apache.cassandra.db Diff:3
markCompacted: SSTableReader.java: src.java.org.apache.cassandra.io.sstable Diff:122
setOutputRpcPort: ConfigHelper.java: src.java.org.apache.cassandra.hadoop Diff:34
parseIdentifiers: SemanticVersion.java: src.java.org.apache.cassandra.utils Diff:1
blockForWrites: CommitLogReplayer.java: src.java.org.apache.cassandra.db.commitlog Diff:9
getCfNamesByKeySpace: CliUtils.java: src.java.org.apache.cassandra.cli Diff:10
serializedSize: SliceFromReadCommand.java: src.java.org.apache.cassandra.db Diff:10
validateReplicationFactor: AbstractReplicationStrategy.java: src.java.org.apache.cassandra.locator Diff:15
isSuccess: WriteResponse.java: src.java.org.apache.cassandra.db Diff:4
ascii: ColumnDefinition.java: src.java.org.apache.cassandra.config Diff:1
getInputRpcPort: ConfigHelper.java: src.java.org.apache.cassandra.hadoop Diff:26
setTokenMetadata: StorageServiceAccessor.java: test.unit.org.apache.cassandra.service Diff:1
compileQuery: CliCompiler.java: src.java.org.apache.cassandra.cli Diff:2
requestAll: Gossiper.java: src.java.org.apache.cassandra.gms Diff:182
batchOpen: SSTableReader.java: src.java.org.apache.cassandra.io.sstable Diff:25
removeDeletedInCache: CompactionController.java: src.java.org.apache.cassandra.db.compaction Diff:5
notifyFailureDetector: Gossiper.java: src.java.org.apache.cassandra.gms Diff:133
getDirectScanner: SSTableReader.java: src.java.org.apache.cassandra.io.sstable Diff:126
replace: DataTracker.java: src.java.org.apache.cassandra.db Diff:8
handleNotification: LeveledCompactionStrategy.java: src.java.org.apache.cassandra.db.compaction Diff:11
executeUpdateColumnFamily: CliClient.java: src.java.org.apache.cassandra.cli Diff:8
multiThreadedConfigurableStage: StageManager.java: src.java.org.apache.cassandra.concurrent Diff:6
validateLogin: ClientState.java: src.java.org.apache.cassandra.service Diff:9
wrapCallback: StreamingRepairTask.java: src.java.org.apache.cassandra.streaming Diff:13
asMap: CompactionInfo.java: src.java.org.apache.cassandra.db.compaction Diff:4
getRangeMap: ColumnFamilyInputFormat.java: src.java.org.apache.cassandra.hadoop Diff:45
writeRow: AbstractSSTableSimpleWriter.java: src.java.org.apache.cassandra.io.sstable Diff:7
isUserDefined: CompactionTask.java: src.java.org.apache.cassandra.db.compaction Diff:63
getComparator: LazilyCompactedRow.java: src.java.org.apache.cassandra.db.compaction Diff:17
getJdbcType: JdbcAscii.java: src.java.org.apache.cassandra.cql.jdbc Diff:2
setInputTransportFactoryClass: ConfigHelper.java: src.java.org.apache.cassandra.hadoop Diff:45
requireNetworkTopologyStrategy: ThriftValidation.java: src.java.org.apache.cassandra.thrift Diff:7
getComparator: ThreadSafeSortedColumns.java: src.java.org.apache.cassandra.db Diff:1
